lemma	POS	freq	declension
наказание	S	3	2
стебель	S	3	2
затенять	V	3	
любезно	ADV	3	
поблизости	ADV	3	
шагнуть	V	3	
возиться	V	3	
канат	S	3	2
длина	S	3	1
вернее	ADV	3	
банановый	A	3	
вроде	PR	3	
коротышка	S	3	1
плод	S	3	2
звучать	V	3	
разевать	V	3	
таинственный	A	3	
прислушиваться	V	3	
понятный	A	3	
задача	S	3	1
хотя	PART	3	
спокойный	A	3	
воевода	S	3	1
задерживать	V	3	
хлестать	V	3	
фу	INTJ	3	
нагонять	V	3	
ошейник	S	3	2
небось	ADV	3	
особый	A	3	
вообще-то	ADV	3	
достаточно	ADV	3	
корявый	A	3	
оружие	S	3	2
ущелие	S	3	2
мысль	S	3	3
мигать	V	3	
побаиваться	V	3	
затылок	S	3	2
выстрел	S	3	2
осколок	S	3	2
дуга	S	3	1
звон	S	3	2
внутрь	ADV	3	
карточка	S	3	1
босиком	ADV	3	
кружка	S	3	1
останавливать	V	3	
писк	S	3	2
проворный	A	3	
ужалить	V	3	
шалаш	S	3	2
покойный	A	3	
коковани	S	3	Н
посматривать	V	3	
ворочаться	V	3	
даренушка	S	3	1
охотно	ADV	3	
китобой	S	3	2
успокаиваться	V	3	
полярный	A	3	
тайга	S	3	1
сердечный	A	3	
название	S	3	2
покоситься	V	3	
тополь	S	3	2
прожорливый	A	3	
драгоценный	A	3	
папочка	S	3	1
уродина	S	3	1
брань	S	3	3
молния	S	3	1
двинуться	V	3	
отчаянный	A	3	
пожалуй	PART	3	
чепуха	S	3	1
глотать	V	3	
услеживать	V	3	
нечего	SPRO	3	
коля	S	3	1
вверх-вниз	ADV	3	
корешок	S	3	2
бел	S	3	2
наземь	ADV	3	
королева	S	3	1
оседлывать	V	3	
грамм	S	3	2
выкидывать	V	3	
страница	S	3	1
сменять	V	3	
дрозд	S	3	2
настигать	V	3	
поэт	S	3	2
кнопка	S	3	1
голод	S	3	2
зашелестеть	V	3	
путешествовать	V	3	
прихлопывать	V	3	
воображать	V	3	
забота	S	3	1
полчаса	S	3	None
наговаривать	V	3	
антарктида	S	3	1
свитер	S	3	2
нежно	ADV	3	
молча	ADV	3	
караулить	V	3	
скушать	V	3	
гнев	S	3	2
киев	S	3	2
попович	S	3	2
мудрец	S	3	2
опасность	S	3	3
стирать	V	3	
родимый	A	3	
мак	S	3	2
кенгуру	S	3	Н
гостья	S	3	1
свист	S	3	2
спустя	PR	3	
куропатка	S	3	1
отвисать	V	3	
приспособлять	V	3	
красить	V	3	
волокно	S	3	2
умолять	V	3	
отблагодарить	V	3	
стон	S	3	2
фашист	S	3	2
мина	S	3	1
днепр	S	3	2
алтай	S	3	2
букварь	S	3	2
сережа	S	3	1
господин	S	3	2
панцирь	S	3	2
трехколесный	A	3	
руда	S	3	1
сталь	S	3	3
пила	S	3	1
мебель	S	3	3
враждовать	V	3	
изготовлять	V	3	
пользоваться	V	3	
уничтожать	V	3	
волшебница	S	3	1
заботиться	V	3	
причинять	V	3	
бедствие	S	3	2
обычный	A	3	
металлический	A	3	
эмаль	S	3	3
касторовый	A	3	
свобода	S	3	1
полиция	S	3	1
глупость	S	3	3
вооружать	V	3	
подвиг	S	3	2
подавлять	V	3	
дровишки	S	3	T
кафтан	S	3	2
засмаливать	V	3	
разорять	V	3	
даль	S	3	3
затрубить	V	3	
обратный	A	3	
вороненок	S	3	2
заказывать	V	3	
любезный	A	3	
изламывать	V	3	
прирастать	V	3	
пытать	V	3	
аль	CONJ	3	
лытать	V	3	
пяльцы	S	3	T
веретенце	S	3	2
ясна	S	3	1
добудиться	V	3	
спринцовка	S	3	1
пропись	S	3	3
нефритовый	A	3	
владыка	S	3	1
одалживать	V	3	
огибать	V	3	
мамаша	S	3	1
индеец	S	3	2
плен	S	3	2
рогатка	S	3	1
степкин	S	3	2
минька	S	3	1
знатный	A	3	
опочивальня	S	3	1
дурнушка	S	3	1
позабывать	V	3	
кроткий	A	3	
борт	S	3	2
будочка	S	3	1
честный	A	3	
ага	INTJ	3	
бобер	S	3	2
бобров	S	3	2
открытие	S	3	2
переплывать	V	3	
брысь	INTJ	2	
несмелый	A	2	
щелкать	V	2	
цыпленочек	S	2	2
котка	S	2	1
чашечка	S	2	1
котище	S	2	2
пыл	S	2	2
тпру	INTJ	2	
вязанка	S	2	1
выкупать	V	2	
балда	S	2	1
хлебный	A	2	
ласкаться	V	2	
скрестись	V	2	
зверюшка	S	2	1
торопить	V	2	
шейка	S	2	1
домишко	S	2	2
мурка	S	2	1
з	S	2	Н
конфетка	S	2	1
плита	S	2	1
аким	S	2	2
шлеп	INTJ	2	
круто	ADV	2	
коробка	S	2	1
бархатный	A	2	
листопад	S	2	2
неряха	S	2	1
купать	V	2	
окунать	V	2	
отважный	A	2	
крикливый	A	2	
выгибать	V	2	
брызнуть	V	2	
дождинка	S	2	1
брюшко	S	2	2
вертлявый	A	2	
поскрести	V	2	
набираться	V	2	
изжарить	V	2	
ломать	V	2	
втроем	ADV	2	
мохнатенький	A	2	
сладенький	A	2	
сосиска	S	2	1
сказочка	S	2	1
белоснежный	A	2	
причина	S	2	1
бишка	S	2	1
погреть	V	2	
урожай	S	2	2
прокатить	V	2	
бе	INTJ	2	
послушный	A	2	
скак	S	2	2
грива	S	2	1
легковой	A	2	
паста	S	2	1
рыльце	S	2	2
сплошь	ADV	2	
пшенный	A	2	
утренний	A	2	
ежедневно	ADV	2	
осинка	S	2	1
сурик	S	2	2
забелеть	V	2	
пелена	S	2	1
санки	S	2	T
храпеть	V	2	
мартышка	S	2	1
прогибаться	V	2	
покачнуться	V	2	
барабанщик	S	2	2
обстановка	S	2	1
подготовка	S	2	1
капустка	S	2	1
хрум	S	2	2
дождеграда	S	2	1
припоминать	V	2	
закручивать	V	2	
согревать	V	2	
прохожий	S	2	А
парк	S	2	2
нежиться	V	2	
опадать	V	2	
куколка	S	2	1
босоножка	S	2	1
гвоздик	S	2	2
очки	S	2	T
пяточек	S	2	2
пружинка	S	2	1
заслонять	V	2	
х	S	2	Н
андерсен	S	2	2
присаживаться	V	2	
черный	S	2	А
оттопыривать	V	2	
юбка	S	2	1
клок	S	2	2
соколов	S	2	2
микитов	S	2	2
радостно	ADV	2	
занавеска	S	2	1
слушаться	V	2	
корытце	S	2	2
васин	S	2	2
корочка	S	2	1
разламывать	V	2	
проказница	S	2	1
забегать	V	2	
приключаться	V	2	
спутывать	V	2	
дуров	S	2	2
невозможно	ADV	2	
отличать	V	2	
греметь	V	2	
зритель	S	2	2
тайца	S	2	1
хвать	INTJ	2	
сгибать	V	2	
павлова	S	2	1
опрокидываться	V	2	
крра	S	2	1
нацепиться	V	2	
потащить	V	2	
напрасно	ADV	2	
лягнуть	V	2	
почесать	V	2	
пискнуть	V	2	
желтенький	A	2	
отдышаться	V	2	
хатка	S	2	1
звонкий	A	2	
аленушка	S	2	1
передничек	S	2	2
сережка	S	2	1
покричать	V	2	
беда	ADV	2	
календарь	S	2	2
скво	S	2	Н
руш	S	2	2
глина	S	2	1
потрогать	V	2	
зажмуриваться	V	2	
перелетный	A	2	
белкин	S	2	2
отводить	V	2	
насаживать	V	2	
подкрепляться	V	2	
непогода	S	2	1
лазейка	S	2	1
внутри	ADV	2	
подстилка	S	2	1
задувать	V	2	
встряхиваться	V	2	
желудь	S	2	2
перевертывать	V	2	
раздобывать	V	2	
чайный	A	2	
опрокидывать	V	2	
овсяный	A	2	
миска	S	2	1
подталкивать	V	2	
загнать	V	2	
шкап	S	2	2
деревцо	S	2	2
глушь	S	2	3
напекать	V	2	
блюдо	S	2	2
отпирать	V	2	
четверо	NUM	2	
клыкать	V	2	
медведюшка	S	2	1
краешек	S	2	2
семеро	NUM	2	
пошевеливаться	V	2	
врассыпную	ADV	2	
манный	A	2	
невозможный	A	2	
возможно	ADV	2	
нацепить	V	2	
подкатываться	V	2	
просовывать	V	2	
катенька	S	2	1
поспать	V	2	
покрывало	S	2	2
пикулев	S	2	2
скучный	A	2	
черствый	A	2	
изгородь	S	2	3
подставлять	V	2	
сергейка	S	2	1
наглядеться	V	2	
забавно	ADV	2	
воробейка	S	2	1
комок	S	2	2
слышный	A	2	
бедняга	S	2	1
некуда	ADV	2	
согреваться	V	2	
сизарь	S	2	2
снегирь	S	2	2
грудка	S	2	1
плетень	S	2	2
тирь	S	2	3
оттаивать	V	2	
клоун	S	2	2
горбушка	S	2	1
потешка	S	2	1
кошечка	S	2	1
лапочка	S	2	1
цап	S	2	2
булочка	S	2	1
боренька	S	2	1
кисонька	S	2	1
бродяга	S	2	1
высыпаться	V	2	
побрести	V	2	
толочь	V	2	
оглушать	V	2	
зацеплять	V	2	
вкусно	ADV	2	
глава	S	2	1
львеночек	S	2	2
плюхнуться	V	2	
напевать	V	2	
прохрипеть	V	2	
рыбешка	S	2	1
подбрасывать	V	2	
бык	S	2	2
красться	V	2	
разматывать	V	2	
насаждать	V	2	
удобно	ADV	2	
дрогнуть	V	2	
вздрагивать	V	2	
зацепляться	V	2	
струна	S	2	1
оборваться	V	2	
разбег	S	2	2
бултыхнуться	V	2	
выныривать	V	2	
негодный	A	2	
чудак	S	2	2
прикатить	V	2	
тачка	S	2	1
пристраивать	V	2	
молоть	V	2	
корней	S	2	2
паучок	S	2	2
зарубать	V	2	
воевать	V	2	
освобождать	V	2	
музыкант	S	2	2
клоп	S	2	2
мошкара	S	2	1
лихой	A	2	
перековывать	V	2	
наскучивать	V	2	
егорка	S	2	1
кувырок	S	2	2
полюбоваться	V	2	
вакса	S	2	1
мойка	S	2	1
трещотка	S	2	1
волчица	S	2	1
бутерброд	S	2	2
стыд	S	2	2
полотенце	S	2	2
ванна	S	2	1
вечный	A	2	
разливаться	V	2	
выкрасить	V	2	
скворцов	S	2	2
пушок	S	2	2
сыта	S	2	1
пригревать	V	2	
воспрещать	V	2	
удобный	A	2	
забросить	V	2	
притворно	ADV	2	
подобный	A	2	
бас	S	2	2
замелькать	V	2	
просторный	A	2	
птенчик	S	2	2
повалиться	V	2	
хрустнуть	V	2	
неслышно	ADV	2	
целиком	ADV	2	
зебра	S	2	1
терпеливо	ADV	2	
трястись	V	2	
тропический	A	2	
броня	S	2	1
пробивать	V	2	
винтовка	S	2	1
урождать	V	2	
посчитать	V	2	
перекидываться	V	2	
радуга	S	2	1
воронько	ADV	2	
вешний	A	2	
горбатый	A	2	
вымазывать	V	2	
размахивать	V	2	
жирный	A	2	
подбираться	V	2	
прилипать	V	2	
соломенный	A	2	
здоровенный	A	2	
погнать	V	2	
волчище	S	2	2
хвостище	S	2	2
ленточка	S	2	1
портфель	S	2	2
выходной	A	2	
музей	S	2	2
знакомый	S	2	А
мастерская	S	2	А
змей	S	2	2
гремучий	A	2	
москвич	S	2	2
почта	S	2	1
разъезжать	V	2	
прокатиться	V	2	
морж	S	2	2
задумчивый	A	2	
покататься	V	2	
воск	S	2	2
киоск	S	2	2
захныкать	V	2	
косой	S	2	А
спешивать	V	2	
усик	S	2	2
пенька	S	2	1
доползать	V	2	
распрощаться	V	2	
отряхиваться	V	2	
уцепляться	V	2	
речушка	S	2	1
рассыхаться	V	2	
бедняжка	S	2	1
захлебываться	V	2	
липатов	S	2	2
безусловно	ADV	2	
надежный	A	2	
выбор	S	2	2
мириться	V	2	
утомляться	V	2	
простуживаться	V	2	
выслушивать	V	2	
ключик	S	2	2
портной	S	2	А
рождение	S	2	2
заковывать	V	2	
лужайка	S	2	1
трудный	A	2	
веник	S	2	2
метла	S	2	1
животок	S	2	2
расчудесный	A	2	
свободный	A	2	
девяносто	NUM	2	
примеривать	V	2	
дыра	S	2	1
обновка	S	2	1
одиноко	ADV	2	
средь	PR	2	
тоска	S	2	1
измельчать	V	2	
громкий	A	2	
заря	S	2	1
хруст	S	2	2
растекаться	V	2	
кудряшка	S	2	1
восьмой	ANUM	2	
дудеть	V	2	
шоколадка	S	2	1
плавник	S	2	2
браниться	V	2	
лягаться	V	2	
доводить	V	2	
тулуп	S	2	2
обсыпать	V	2	
компот	S	2	2
уплетать	V	2	
великолепный	A	2	
ель	S	2	3
тишь	S	2	3
прятать	V	2	
обжигать	V	2	
сеть	S	2	3
посолить	V	2	
жадно	ADV	2	
мель	S	2	3
назар	S	2	2
мохнатенька	S	2	1
усатенька	S	2	1
крестьянский	A	2	
храниться	V	2	
подаваться	V	2	
синичкин	S	2	2
семя	S	2	Р
по-своему	ADV	2	
раскладывать	V	2	
угощаться	V	2	
багряный	A	2	
солнцеворот	S	2	2
веснушка	S	2	1
фигурка	S	2	1
поминать	V	2	
ключевой	A	2	
табуретка	S	2	1
припасы	S	2	T
лось	S	2	2
скрипка	S	2	1
седугин	S	2	2
перекидывать	V	2	
посторониться	V	2	
отступать	V	2	
сталкиваться	V	2	
познакомиться	V	2	
валежник	S	2	2
рыженький	A	2	
заюшкин	S	2	2
тревожный	A	2	
отбрасывать	V	2	
бабушкин	A	2	
прическа	S	2	1
взрослый	A	2	
пожар	S	2	2
лондон	S	2	2
осматривать	V	2	
расхохотаться	V	2	
кидать	V	2	
накидать	V	2	
брр	INTJ	2	
худой	A	2	
крокодильчик	S	2	2
советовать	V	2	
разведка	S	2	1
прошлогодний	A	2	
стебелек	S	2	2
молоденький	A	2	
темно-синий	A	2	
флаг	S	2	2
освещаться	V	2	
залп	S	2	2
прогреметь	V	2	
потушить	V	2	
электричество	S	2	2
ершович	S	2	2
задыхаться	V	2	
заходить	V	2	
буксовать	V	2	
гараж	S	2	2
трусить	V	2	
осыпаться	V	2	
проглянуть	V	2	
прозвище	S	2	2
район	S	2	2
кобура	S	2	1
фуражка	S	2	1
ремень	S	2	2
пряжка	S	2	1
запросто	ADV	2	
верста	S	2	1
затор	S	2	2
братишка	S	2	1
худо	ADV	2	
серединка	S	2	1
вокзал	S	2	2
тетрадка	S	2	1
дневник	S	2	2
подножка	S	2	1
поворот	S	2	2
треск	S	2	2
ледоход	S	2	2
охать	V	2	
стонать	V	2	
вдаль	ADV	2	
перила	S	2	T
высотный	A	2	
спартак	S	2	2
объявлять	V	2	
